"recid_use","total_convictions_nine","p_current_age_eighteen","p_age_first_offense_eighteen","p_current_age_nineteen","p_age_first_offense_nineteen","p_current_age_twenty","p_age_first_offense_twenty","p_current_age_twenty1","p_age_first_offense_twenty1","p_current_age_twenty2","p_age_first_offense_twenty2","p_current_age_twenty3","p_age_first_offense_twenty3","p_current_age_twenty4","p_age_first_offense_twenty4","p_current_age_twenty6","p_age_first_offense_twenty6","p_current_age_twenty8","p_age_first_offense_twenty8","p_current_age_thirty","p_age_first_offense_thirty","p_current_age_thirty2","p_age_first_offense_thirty2","p_current_age_thirty4","p_age_first_offense_thirty4","p_current_age_thirty6","p_age_first_offense_thirty6","p_current_age_thirty8","p_age_first_offense_thirty8","p_current_age_forty","p_age_first_offense_forty","p_current_age_forty4","p_age_first_offense_forty4","p_current_age_forty8","p_age_first_offense_forty8","p_current_age_fifty2","p_age_first_offense_fifty2","p_current_age_fifty6","p_age_first_offense_fifty6","p_current_age_sixty","p_age_first_offense_sixty","p_current_age_sixty5","p_age_first_offense_sixty5","p_felony_count_person_one","p_misdem_count_person_one","p_charge_violent_one","p_juv_fel_count_one","p_felprop_violarrest_one","p_murder_arrest_one","p_felassault_arrest_one","p_misdemassault_arrest_one","p_famviol_arrest_one","p_sex_arrest_one","p_weapons_arrest_one","p_n_on_probation_one","p_current_on_probation_one","p_prob_revoke_one","p_charge_one","p_arrest_one","p_jail30_one","p_prison30_one","p_prison_one","p_probation_one","p_property_one","p_traffic_one","p_drug_one","p_dui_one","p_domestic_one","p_stalking_one","p_voyeurism_one","p_fraud_one","p_stealing_one","p_trespass_one","sex_one","is_misdem_one","fail_appear_two_yr_one","fail_appear_two_plus_one","current_violent_one","current_violent20_one","pending_charge_one","prior_conviction_F_one","prior_conviction_M_one","violent_conviction_one","total_convictions_one","p_felony_count_person_two","p_misdem_count_person_two","p_charge_violent_two","p_juv_fel_count_two","p_felprop_violarrest_two","p_murder_arrest_two","p_felassault_arrest_two","p_misdemassault_arrest_two","p_famviol_arrest_two","p_sex_arrest_two","p_weapons_arrest_two","p_n_on_probation_two","p_current_on_probation_two","p_prob_revoke_two","p_charge_two","p_arrest_two","p_jail30_two","p_prison30_two","p_prison_two","p_probation_two","p_property_two","p_traffic_two","p_drug_two","p_dui_two","p_domestic_two","p_stalking_two","p_voyeurism_two","p_fraud_two","p_stealing_two","p_trespass_two","sex_two","is_misdem_two","fail_appear_two_yr_two","fail_appear_two_plus_two","current_violent_two","current_violent20_two","pending_charge_two","prior_conviction_F_two","prior_conviction_M_two","violent_conviction_two","total_convictions_two","p_felony_count_person_three","p_misdem_count_person_three","p_charge_violent_three","p_juv_fel_count_three","p_felprop_violarrest_three","p_murder_arrest_three","p_felassault_arrest_three","p_misdemassault_arrest_three","p_famviol_arrest_three","p_sex_arrest_three","p_weapons_arrest_three","p_n_on_probation_three","p_current_on_probation_three","p_prob_revoke_three","p_charge_three","p_arrest_three","p_jail30_three","p_prison30_three","p_prison_three","p_probation_three","p_property_three","p_traffic_three","p_drug_three","p_dui_three","p_domestic_three","p_stalking_three","p_voyeurism_three","p_fraud_three","p_stealing_three","p_trespass_three","sex_three","is_misdem_three","fail_appear_two_yr_three","fail_appear_two_plus_three","current_violent_three","current_violent20_three","pending_charge_three","prior_conviction_F_three","prior_conviction_M_three","violent_conviction_three","total_convictions_three","p_felony_count_person_four","p_misdem_count_person_four","p_charge_violent_four","p_juv_fel_count_four","p_felprop_violarrest_four","p_murder_arrest_four","p_felassault_arrest_four","p_misdemassault_arrest_four","p_famviol_arrest_four","p_sex_arrest_four","p_weapons_arrest_four","p_n_on_probation_four","p_current_on_probation_four","p_prob_revoke_four","p_charge_four","p_arrest_four","p_jail30_four","p_prison30_four","p_prison_four","p_probation_four","p_property_four","p_traffic_four","p_drug_four","p_dui_four","p_domestic_four","p_stalking_four","p_voyeurism_four","p_fraud_four","p_stealing_four","p_trespass_four","sex_four","is_misdem_four","fail_appear_two_yr_four","fail_appear_two_plus_four","current_violent_four","current_violent20_four","pending_charge_four","prior_conviction_F_four","prior_conviction_M_four","violent_conviction_four","total_convictions_four","p_felony_count_person_five","p_misdem_count_person_five","p_charge_violent_five","p_juv_fel_count_five","p_felprop_violarrest_five","p_murder_arrest_five","p_felassault_arrest_five","p_misdemassault_arrest_five","p_famviol_arrest_five","p_sex_arrest_five","p_weapons_arrest_five","p_n_on_probation_five","p_current_on_probation_five","p_prob_revoke_five","p_charge_five","p_arrest_five","p_jail30_five","p_prison30_five","p_prison_five","p_probation_five","p_property_five","p_traffic_five","p_drug_five","p_dui_five","p_domestic_five","p_stalking_five","p_voyeurism_five","p_fraud_five","p_stealing_five","p_trespass_five","sex_five","is_misdem_five","fail_appear_two_yr_five","fail_appear_two_plus_five","current_violent_five","current_violent20_five","pending_charge_five","prior_conviction_F_five","prior_conviction_M_five","violent_conviction_five","total_convictions_five","p_felony_count_person_six","p_misdem_count_person_six","p_charge_violent_six","p_juv_fel_count_six","p_felprop_violarrest_six","p_murder_arrest_six","p_felassault_arrest_six","p_misdemassault_arrest_six","p_famviol_arrest_six","p_sex_arrest_six","p_weapons_arrest_six","p_n_on_probation_six","p_current_on_probation_six","p_prob_revoke_six","p_charge_six","p_arrest_six","p_jail30_six","p_prison30_six","p_prison_six","p_probation_six","p_property_six","p_traffic_six","p_drug_six","p_dui_six","p_domestic_six","p_stalking_six","p_voyeurism_six","p_fraud_six","p_stealing_six","p_trespass_six","sex_six","is_misdem_six","fail_appear_two_yr_six","fail_appear_two_plus_six","current_violent_six","current_violent20_six","pending_charge_six","prior_conviction_F_six","prior_conviction_M_six","violent_conviction_six","total_convictions_six","p_felony_count_person_seven","p_misdem_count_person_seven","p_charge_violent_seven","p_juv_fel_count_seven","p_felprop_violarrest_seven","p_murder_arrest_seven","p_felassault_arrest_seven","p_misdemassault_arrest_seven","p_famviol_arrest_seven","p_sex_arrest_seven","p_weapons_arrest_seven","p_n_on_probation_seven","p_current_on_probation_seven","p_prob_revoke_seven","p_charge_seven","p_arrest_seven","p_jail30_seven","p_prison30_seven","p_prison_seven","p_probation_seven","p_property_seven","p_traffic_seven","p_drug_seven","p_dui_seven","p_domestic_seven","p_stalking_seven","p_voyeurism_seven","p_fraud_seven","p_stealing_seven","p_trespass_seven","sex_seven","is_misdem_seven","fail_appear_two_yr_seven","fail_appear_two_plus_seven","current_violent_seven","current_violent20_seven","pending_charge_seven","prior_conviction_F_seven","prior_conviction_M_seven","violent_conviction_seven","total_convictions_seven","p_felony_count_person_eight","p_misdem_count_person_eight","p_charge_violent_eight","p_juv_fel_count_eight","p_felprop_violarrest_eight","p_murder_arrest_eight","p_felassault_arrest_eight","p_misdemassault_arrest_eight","p_famviol_arrest_eight","p_sex_arrest_eight","p_weapons_arrest_eight","p_n_on_probation_eight","p_current_on_probation_eight","p_prob_revoke_eight","p_charge_eight","p_arrest_eight","p_jail30_eight","p_prison30_eight","p_prison_eight","p_probation_eight","p_property_eight","p_traffic_eight","p_drug_eight","p_dui_eight","p_domestic_eight","p_stalking_eight","p_voyeurism_eight","p_fraud_eight","p_stealing_eight","p_trespass_eight","sex_eight","is_misdem_eight","fail_appear_two_yr_eight","fail_appear_two_plus_eight","current_violent_eight","current_violent20_eight","pending_charge_eight","prior_conviction_F_eight","prior_conviction_M_eight","violent_conviction_eight","total_convictions_eight","p_felony_count_person_nine","p_misdem_count_person_nine","p_charge_violent_nine","p_juv_fel_count_nine","p_felprop_violarrest_nine","p_murder_arrest_nine","p_felassault_arrest_nine","p_misdemassault_arrest_nine","p_famviol_arrest_nine","p_sex_arrest_nine","p_weapons_arrest_nine","p_n_on_probation_nine","p_current_on_probation_nine","p_prob_revoke_nine","p_charge_nine","p_arrest_nine","p_jail30_nine","p_prison30_nine","p_prison_nine","p_probation_nine","p_property_nine","p_traffic_nine","p_drug_nine","p_dui_nine","p_domestic_nine","p_stalking_nine","p_voyeurism_nine","p_fraud_nine","p_stealing_nine","p_trespass_nine","sex_nine","is_misdem_nine","fail_appear_two_yr_nine","fail_appear_two_plus_nine","current_violent_nine","current_violent20_nine","pending_charge_nine","prior_conviction_F_nine","prior_conviction_M_nine","violent_conviction_nine"
0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
